IATA,Centro,Nave,Tipo de Almacenamiento,Posicion,Tipo de Posicion,Division Horizontal,Piso,Pasillo,Columna,Altura,Largo,Alto,Ancho,Peso
RDI,A048,CD SARANDI NAVE 1,General,RAF035.20A,Rack,1,1,RAF,035,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF033.20A,Rack,1,1,RAF,033,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF031.20A,Rack,1,1,RAF,031,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF029.20A,Rack,1,1,RAF,029,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF027.20A,Rack,1,1,RAF,027,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF025.20A,Rack,1,1,RAF,025,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF023.20A,Rack,1,1,RAF,023,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF021.20A,Rack,1,1,RAF,021,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF019.20A,Rack,1,1,RAF,019,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF017.20A,Rack,1,1,RAF,017,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF015.20A,Rack,1,1,RAF,015,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF013.20A,Rack,1,1,RAF,013,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF011.20A,Rack,1,1,RAF,011,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF009.20A,Rack,1,1,RAF,009,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF007.20A,Rack,1,1,RAF,007,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF003.20A,Rack,1,1,RAF,003,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF001.20A,Rack,1,1,RAF,001,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF044.20A,Rack,1,1,RAF,044,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF042.20A,Rack,1,1,RAF,042,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF040.20A,Rack,1,1,RAF,040,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF038.20A,Rack,1,1,RAF,038,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF036.20A,Rack,1,1,RAF,036,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF034.20A,Rack,1,1,RAF,034,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF032.20A,Rack,1,1,RAF,032,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF030.20A,Rack,1,1,RAF,030,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF028.20A,Rack,1,1,RAF,028,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF026.20A,Rack,1,1,RAF,026,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF024.20A,Rack,1,1,RAF,024,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF022.20A,Rack,1,1,RAF,022,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF020.20A,Rack,1,1,RAF,020,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF018.20A,Rack,1,1,RAF,018,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF016.20A,Rack,1,1,RAF,016,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF014.20A,Rack,1,1,RAF,014,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF012.20A,Rack,1,1,RAF,012,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF010.20A,Rack,1,1,RAF,010,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF008.20A,Rack,1,1,RAF,008,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF006.20A,Rack,1,1,RAF,006,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF004.20A,Rack,1,1,RAF,004,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF002.20A,Rack,1,1,RAF,002,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG045.20A,Rack,1,1,RAG,045,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG043.20A,Rack,1,1,RAG,043,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG041.20A,Rack,1,1,RAG,041,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG039.20A,Rack,1,1,RAG,039,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG037.20A,Rack,1,1,RAG,037,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG035.20A,Rack,1,1,RAG,035,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG033.20A,Rack,1,1,RAG,033,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG031.20A,Rack,1,1,RAG,031,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG029.20A,Rack,1,1,RAG,029,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG027.20A,Rack,1,1,RAG,027,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG025.20A,Rack,1,1,RAG,025,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG023.20A,Rack,1,1,RAG,023,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG021.20A,Rack,1,1,RAG,021,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG019.20A,Rack,1,1,RAG,019,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG017.20A,Rack,1,1,RAG,017,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG015.20A,Rack,1,1,RAG,015,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG013.20A,Rack,1,1,RAG,013,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG011.20A,Rack,1,1,RAG,011,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG009.20A,Rack,1,1,RAG,009,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG007.20A,Rack,1,1,RAG,007,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG003.20A,Rack,1,1,RAG,003,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG001.20A,Rack,1,1,RAG,001,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG044.20A,Rack,1,1,RAG,044,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG042.20A,Rack,1,1,RAG,042,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG040.20A,Rack,1,1,RAG,040,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG038.20A,Rack,1,1,RAG,038,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG036.20A,Rack,1,1,RAG,036,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG034.20A,Rack,1,1,RAG,034,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG032.20A,Rack,1,1,RAG,032,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG030.20A,Rack,1,1,RAG,030,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG028.20A,Rack,1,1,RAG,028,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG026.20A,Rack,1,1,RAG,026,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG024.20A,Rack,1,1,RAG,024,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG022.20A,Rack,1,1,RAG,022,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG020.20A,Rack,1,1,RAG,020,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG018.20A,Rack,1,1,RAG,018,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG016.20A,Rack,1,1,RAG,016,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG014.20A,Rack,1,1,RAG,014,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG012.20A,Rack,1,1,RAG,012,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG010.20A,Rack,1,1,RAG,010,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG008.20A,Rack,1,1,RAG,008,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG006.20A,Rack,1,1,RAG,006,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG004.20A,Rack,1,1,RAG,004,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG002.20A,Rack,1,1,RAG,002,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH045.20A,Rack,1,1,RAH,045,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH043.20A,Rack,1,1,RAH,043,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH041.20A,Rack,1,1,RAH,041,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH039.20A,Rack,1,1,RAH,039,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH037.20A,Rack,1,1,RAH,037,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH035.20A,Rack,1,1,RAH,035,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH033.20A,Rack,1,1,RAH,033,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH031.20A,Rack,1,1,RAH,031,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH029.20A,Rack,1,1,RAH,029,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH027.20A,Rack,1,1,RAH,027,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH025.20A,Rack,1,1,RAH,025,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH023.20A,Rack,1,1,RAH,023,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH021.20A,Rack,1,1,RAH,021,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH019.20A,Rack,1,1,RAH,019,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH017.20A,Rack,1,1,RAH,017,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH015.20A,Rack,1,1,RAH,015,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH013.20A,Rack,1,1,RAH,013,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH011.20A,Rack,1,1,RAH,011,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH009.20A,Rack,1,1,RAH,009,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH007.20A,Rack,1,1,RAH,007,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH003.20A,Rack,1,1,RAH,003,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH001.20A,Rack,1,1,RAH,001,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH044.20A,Rack,1,1,RAH,044,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH042.20A,Rack,1,1,RAH,042,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH040.20A,Rack,1,1,RAH,040,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH038.20A,Rack,1,1,RAH,038,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH036.20A,Rack,1,1,RAH,036,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH034.20A,Rack,1,1,RAH,034,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH032.20A,Rack,1,1,RAH,032,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH030.20A,Rack,1,1,RAH,030,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH028.20A,Rack,1,1,RAH,028,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH026.20A,Rack,1,1,RAH,026,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH024.20A,Rack,1,1,RAH,024,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH022.20A,Rack,1,1,RAH,022,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH020.20A,Rack,1,1,RAH,020,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH018.20A,Rack,1,1,RAH,018,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH016.20A,Rack,1,1,RAH,016,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH014.20A,Rack,1,1,RAH,014,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH012.20A,Rack,1,1,RAH,012,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH010.20A,Rack,1,1,RAH,010,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH008.20A,Rack,1,1,RAH,008,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH006.20A,Rack,1,1,RAH,006,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH004.20A,Rack,1,1,RAH,004,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH002.20A,Rack,1,1,RAH,002,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI045.20A,Rack,1,1,RAI,045,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI043.20A,Rack,1,1,RAI,043,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI041.20A,Rack,1,1,RAI,041,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI039.20A,Rack,1,1,RAI,039,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI037.20A,Rack,1,1,RAI,037,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI035.20A,Rack,1,1,RAI,035,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI033.20A,Rack,1,1,RAI,033,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI031.20A,Rack,1,1,RAI,031,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI029.20A,Rack,1,1,RAI,029,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI027.20A,Rack,1,1,RAI,027,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI025.20A,Rack,1,1,RAI,025,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI023.20A,Rack,1,1,RAI,023,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI021.20A,Rack,1,1,RAI,021,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI019.20A,Rack,1,1,RAI,019,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI017.20A,Rack,1,1,RAI,017,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI015.20A,Rack,1,1,RAI,015,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI013.20A,Rack,1,1,RAI,013,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI011.20A,Rack,1,1,RAI,011,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI009.20A,Rack,1,1,RAI,009,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI007.20A,Rack,1,1,RAI,007,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI003.20A,Rack,1,1,RAI,003,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI001.20A,Rack,1,1,RAI,001,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI044.20A,Rack,1,1,RAI,044,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI042.20A,Rack,1,1,RAI,042,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI040.20A,Rack,1,1,RAI,040,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI038.20A,Rack,1,1,RAI,038,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI036.20A,Rack,1,1,RAI,036,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI034.20A,Rack,1,1,RAI,034,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI032.20A,Rack,1,1,RAI,032,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI030.20A,Rack,1,1,RAI,030,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI028.20A,Rack,1,1,RAI,028,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI026.20A,Rack,1,1,RAI,026,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI024.20A,Rack,1,1,RAI,024,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI022.20A,Rack,1,1,RAI,022,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI020.20A,Rack,1,1,RAI,020,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI018.20A,Rack,1,1,RAI,018,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI016.20A,Rack,1,1,RAI,016,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI014.20A,Rack,1,1,RAI,014,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI012.20A,Rack,1,1,RAI,012,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI010.20A,Rack,1,1,RAI,010,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI008.20A,Rack,1,1,RAI,008,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI006.20A,Rack,1,1,RAI,006,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI004.20A,Rack,1,1,RAI,004,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAI002.20A,Rack,1,1,RAI,002,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ045.20A,Rack,1,1,RAJ,045,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ043.20A,Rack,1,1,RAJ,043,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ041.20A,Rack,1,1,RAJ,041,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ039.20A,Rack,1,1,RAJ,039,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ037.20A,Rack,1,1,RAJ,037,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ035.20A,Rack,1,1,RAJ,035,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ033.20A,Rack,1,1,RAJ,033,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ031.20A,Rack,1,1,RAJ,031,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ029.20A,Rack,1,1,RAJ,029,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ027.20A,Rack,1,1,RAJ,027,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ025.20A,Rack,1,1,RAJ,025,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ023.20A,Rack,1,1,RAJ,023,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ021.20A,Rack,1,1,RAJ,021,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ019.20A,Rack,1,1,RAJ,019,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ017.20A,Rack,1,1,RAJ,017,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ015.20A,Rack,1,1,RAJ,015,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ013.20A,Rack,1,1,RAJ,013,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ011.20A,Rack,1,1,RAJ,011,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ009.20A,Rack,1,1,RAJ,009,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ007.20A,Rack,1,1,RAJ,007,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ003.20A,Rack,1,1,RAJ,003,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ001.20A,Rack,1,1,RAJ,001,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ044.20A,Rack,1,1,RAJ,044,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ042.20A,Rack,1,1,RAJ,042,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ040.20A,Rack,1,1,RAJ,040,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ038.20A,Rack,1,1,RAJ,038,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ036.20A,Rack,1,1,RAJ,036,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ034.20A,Rack,1,1,RAJ,034,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ032.20A,Rack,1,1,RAJ,032,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAJ030.20A,Rack,1,1,RAJ,030,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK045.20A,Rack,1,1,RAK,045,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK043.20A,Rack,1,1,RAK,043,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK041.20A,Rack,1,1,RAK,041,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK039.20A,Rack,1,1,RAK,039,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK037.20A,Rack,1,1,RAK,037,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK035.20A,Rack,1,1,RAK,035,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK033.20A,Rack,1,1,RAK,033,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK031.20A,Rack,1,1,RAK,031,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK044.20A,Rack,1,1,RAK,044,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK042.20A,Rack,1,1,RAK,042,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK040.20A,Rack,1,1,RAK,040,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK038.20A,Rack,1,1,RAK,038,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK036.20A,Rack,1,1,RAK,036,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK034.20A,Rack,1,1,RAK,034,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK032.20A,Rack,1,1,RAK,032,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAK030.20A,Rack,1,1,RAK,030,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL045.20A,Rack,1,1,RAL,045,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL043.20A,Rack,1,1,RAL,043,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL041.20A,Rack,1,1,RAL,041,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL039.20A,Rack,1,1,RAL,039,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL037.20A,Rack,1,1,RAL,037,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL035.20A,Rack,1,1,RAL,035,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL033.20A,Rack,1,1,RAL,033,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL031.20A,Rack,1,1,RAL,031,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL044.20A,Rack,1,1,RAL,044,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL042.20A,Rack,1,1,RAL,042,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL040.20A,Rack,1,1,RAL,040,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL038.20A,Rack,1,1,RAL,038,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL036.20A,Rack,1,1,RAL,036,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL034.20A,Rack,1,1,RAL,034,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL032.20A,Rack,1,1,RAL,032,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAL030.20A,Rack,1,1,RAL,030,20,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,Espacio Cedido,RAA044.30A,Rack,1,1,RAA,044,30,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,Espacio Cedido,RAA042.30A,Rack,1,1,RAA,042,30,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,Espacio Cedido,RAA040.30A,Rack,1,1,RAA,040,30,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,Espacio Cedido,RAA038.30A,Rack,1,1,RAA,038,30,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,Espacio Cedido,RAA036.30A,Rack,1,1,RAA,036,30,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,Espacio Cedido,RAA034.30A,Rack,1,1,RAA,034,30,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,Espacio Cedido,RAA032.30A,Rack,1,1,RAA,032,30,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,Espacio Cedido,RAA030.30A,Rack,1,1,RAA,030,30,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,Espacio Cedido,RAA028.30A,Rack,1,1,RAA,028,30,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,Espacio Cedido,RAA026.30A,Rack,1,1,RAA,026,30,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,Espacio Cedido,RAA044.30A,Rack,1,1,RAA,044,30,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,Espacio Cedido,RAA042.30A,Rack,1,1,RAA,042,30,100,180,120,1050
