IATA,Centro,Nave,Tipo de Almacenamiento,Posicion,Tipo de Posicion,Division Horizontal,Piso,Pasillo,Columna,Altura,Largo,Alto,Ancho,Peso
RDI,A048,CD SARANDI NAVE 1,General,RAB024.50A,Rack,1,1,RAB,024,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAB022.50A,Rack,1,1,RAB,022,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAB020.50A,Rack,1,1,RAB,020,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAB018.50A,Rack,1,1,RAB,018,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAB016.50A,Rack,1,1,RAB,016,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAB014.50A,Rack,1,1,RAB,014,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAB012.50A,Rack,1,1,RAB,012,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAB010.50A,Rack,1,1,RAB,010,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAB008.50A,Rack,1,1,RAB,008,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAB006.50A,Rack,1,1,RAB,006,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAB004.50A,Rack,1,1,RAB,004,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAB002.50A,Rack,1,1,RAB,002,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC045.50A,Rack,1,1,RAC,045,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC043.50A,Rack,1,1,RAC,043,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC041.50A,Rack,1,1,RAC,041,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC039.50A,Rack,1,1,RAC,039,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC037.50A,Rack,1,1,RAC,037,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC035.50A,Rack,1,1,RAC,035,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC033.50A,Rack,1,1,RAC,033,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC031.50A,Rack,1,1,RAC,031,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC029.50A,Rack,1,1,RAC,029,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC027.50A,Rack,1,1,RAC,027,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC025.50A,Rack,1,1,RAC,025,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC023.50A,Rack,1,1,RAC,023,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC021.50A,Rack,1,1,RAC,021,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC019.50A,Rack,1,1,RAC,019,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC017.50A,Rack,1,1,RAC,017,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC015.50A,Rack,1,1,RAC,015,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC013.50A,Rack,1,1,RAC,013,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC011.50A,Rack,1,1,RAC,011,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC009.50A,Rack,1,1,RAC,009,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC007.50A,Rack,1,1,RAC,007,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC003.50A,Rack,1,1,RAC,003,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC001.50A,Rack,1,1,RAC,001,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC044.50A,Rack,1,1,RAC,044,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC042.50A,Rack,1,1,RAC,042,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC040.50A,Rack,1,1,RAC,040,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC038.50A,Rack,1,1,RAC,038,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC036.50A,Rack,1,1,RAC,036,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC034.50A,Rack,1,1,RAC,034,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC032.50A,Rack,1,1,RAC,032,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC030.50A,Rack,1,1,RAC,030,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC028.50A,Rack,1,1,RAC,028,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC026.50A,Rack,1,1,RAC,026,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC024.50A,Rack,1,1,RAC,024,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC022.50A,Rack,1,1,RAC,022,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC020.50A,Rack,1,1,RAC,020,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC018.50A,Rack,1,1,RAC,018,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC016.50A,Rack,1,1,RAC,016,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC014.50A,Rack,1,1,RAC,014,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC012.50A,Rack,1,1,RAC,012,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC010.50A,Rack,1,1,RAC,010,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC008.50A,Rack,1,1,RAC,008,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC006.50A,Rack,1,1,RAC,006,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC004.50A,Rack,1,1,RAC,004,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAC002.50A,Rack,1,1,RAC,002,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD045.50A,Rack,1,1,RAD,045,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD043.50A,Rack,1,1,RAD,043,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD041.50A,Rack,1,1,RAD,041,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD039.50A,Rack,1,1,RAD,039,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD037.50A,Rack,1,1,RAD,037,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD035.50A,Rack,1,1,RAD,035,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD033.50A,Rack,1,1,RAD,033,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD031.50A,Rack,1,1,RAD,031,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD029.50A,Rack,1,1,RAD,029,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD027.50A,Rack,1,1,RAD,027,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD025.50A,Rack,1,1,RAD,025,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD023.50A,Rack,1,1,RAD,023,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD021.50A,Rack,1,1,RAD,021,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD019.50A,Rack,1,1,RAD,019,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD017.50A,Rack,1,1,RAD,017,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD015.50A,Rack,1,1,RAD,015,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD013.50A,Rack,1,1,RAD,013,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD011.50A,Rack,1,1,RAD,011,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD009.50A,Rack,1,1,RAD,009,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD007.50A,Rack,1,1,RAD,007,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD003.50A,Rack,1,1,RAD,003,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD001.50A,Rack,1,1,RAD,001,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD044.50A,Rack,1,1,RAD,044,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD042.50A,Rack,1,1,RAD,042,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD040.50A,Rack,1,1,RAD,040,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD038.50A,Rack,1,1,RAD,038,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD036.50A,Rack,1,1,RAD,036,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD034.50A,Rack,1,1,RAD,034,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD032.50A,Rack,1,1,RAD,032,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD030.50A,Rack,1,1,RAD,030,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD028.50A,Rack,1,1,RAD,028,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD026.50A,Rack,1,1,RAD,026,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD024.50A,Rack,1,1,RAD,024,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD022.50A,Rack,1,1,RAD,022,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD020.50A,Rack,1,1,RAD,020,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD018.50A,Rack,1,1,RAD,018,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD016.50A,Rack,1,1,RAD,016,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD014.50A,Rack,1,1,RAD,014,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD012.50A,Rack,1,1,RAD,012,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD010.50A,Rack,1,1,RAD,010,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD008.50A,Rack,1,1,RAD,008,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD006.50A,Rack,1,1,RAD,006,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD004.50A,Rack,1,1,RAD,004,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAD002.50A,Rack,1,1,RAD,002,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE045.50A,Rack,1,1,RAE,045,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE043.50A,Rack,1,1,RAE,043,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE041.50A,Rack,1,1,RAE,041,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE039.50A,Rack,1,1,RAE,039,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE037.50A,Rack,1,1,RAE,037,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE035.50A,Rack,1,1,RAE,035,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE033.50A,Rack,1,1,RAE,033,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE031.50A,Rack,1,1,RAE,031,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE029.50A,Rack,1,1,RAE,029,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE027.50A,Rack,1,1,RAE,027,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE025.50A,Rack,1,1,RAE,025,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE023.50A,Rack,1,1,RAE,023,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE021.50A,Rack,1,1,RAE,021,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE019.50A,Rack,1,1,RAE,019,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE017.50A,Rack,1,1,RAE,017,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE015.50A,Rack,1,1,RAE,015,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE013.50A,Rack,1,1,RAE,013,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE011.50A,Rack,1,1,RAE,011,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE009.50A,Rack,1,1,RAE,009,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE007.50A,Rack,1,1,RAE,007,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE003.50A,Rack,1,1,RAE,003,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE001.50A,Rack,1,1,RAE,001,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE044.50A,Rack,1,1,RAE,044,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE042.50A,Rack,1,1,RAE,042,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE040.50A,Rack,1,1,RAE,040,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE038.50A,Rack,1,1,RAE,038,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE036.50A,Rack,1,1,RAE,036,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE034.50A,Rack,1,1,RAE,034,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE032.50A,Rack,1,1,RAE,032,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE030.50A,Rack,1,1,RAE,030,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE028.50A,Rack,1,1,RAE,028,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE026.50A,Rack,1,1,RAE,026,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE024.50A,Rack,1,1,RAE,024,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE022.50A,Rack,1,1,RAE,022,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE020.50A,Rack,1,1,RAE,020,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE018.50A,Rack,1,1,RAE,018,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE016.50A,Rack,1,1,RAE,016,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE014.50A,Rack,1,1,RAE,014,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE012.50A,Rack,1,1,RAE,012,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE010.50A,Rack,1,1,RAE,010,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE008.50A,Rack,1,1,RAE,008,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE006.50A,Rack,1,1,RAE,006,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE004.50A,Rack,1,1,RAE,004,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAE002.50A,Rack,1,1,RAE,002,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF045.50A,Rack,1,1,RAF,045,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF043.50A,Rack,1,1,RAF,043,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF041.50A,Rack,1,1,RAF,041,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF039.50A,Rack,1,1,RAF,039,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF037.50A,Rack,1,1,RAF,037,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF035.50A,Rack,1,1,RAF,035,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF033.50A,Rack,1,1,RAF,033,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF031.50A,Rack,1,1,RAF,031,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF029.50A,Rack,1,1,RAF,029,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF027.50A,Rack,1,1,RAF,027,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF025.50A,Rack,1,1,RAF,025,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF023.50A,Rack,1,1,RAF,023,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF021.50A,Rack,1,1,RAF,021,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF019.50A,Rack,1,1,RAF,019,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF017.50A,Rack,1,1,RAF,017,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF015.50A,Rack,1,1,RAF,015,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF013.50A,Rack,1,1,RAF,013,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF011.50A,Rack,1,1,RAF,011,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF009.50A,Rack,1,1,RAF,009,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF007.50A,Rack,1,1,RAF,007,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF003.50A,Rack,1,1,RAF,003,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF001.50A,Rack,1,1,RAF,001,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF044.50A,Rack,1,1,RAF,044,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF042.50A,Rack,1,1,RAF,042,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF040.50A,Rack,1,1,RAF,040,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF038.50A,Rack,1,1,RAF,038,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF036.50A,Rack,1,1,RAF,036,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF034.50A,Rack,1,1,RAF,034,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF032.50A,Rack,1,1,RAF,032,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF030.50A,Rack,1,1,RAF,030,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF028.50A,Rack,1,1,RAF,028,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF026.50A,Rack,1,1,RAF,026,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF024.50A,Rack,1,1,RAF,024,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF022.50A,Rack,1,1,RAF,022,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF020.50A,Rack,1,1,RAF,020,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF018.50A,Rack,1,1,RAF,018,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF016.50A,Rack,1,1,RAF,016,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF014.50A,Rack,1,1,RAF,014,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF012.50A,Rack,1,1,RAF,012,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF010.50A,Rack,1,1,RAF,010,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF008.50A,Rack,1,1,RAF,008,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF006.50A,Rack,1,1,RAF,006,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF004.50A,Rack,1,1,RAF,004,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAF002.50A,Rack,1,1,RAF,002,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG045.50A,Rack,1,1,RAG,045,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG043.50A,Rack,1,1,RAG,043,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG041.50A,Rack,1,1,RAG,041,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG039.50A,Rack,1,1,RAG,039,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG037.50A,Rack,1,1,RAG,037,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG035.50A,Rack,1,1,RAG,035,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG033.50A,Rack,1,1,RAG,033,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG031.50A,Rack,1,1,RAG,031,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG029.50A,Rack,1,1,RAG,029,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG027.50A,Rack,1,1,RAG,027,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG025.50A,Rack,1,1,RAG,025,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG023.50A,Rack,1,1,RAG,023,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG021.50A,Rack,1,1,RAG,021,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG019.50A,Rack,1,1,RAG,019,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG017.50A,Rack,1,1,RAG,017,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG015.50A,Rack,1,1,RAG,015,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG013.50A,Rack,1,1,RAG,013,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG011.50A,Rack,1,1,RAG,011,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG009.50A,Rack,1,1,RAG,009,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG007.50A,Rack,1,1,RAG,007,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG003.50A,Rack,1,1,RAG,003,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG001.50A,Rack,1,1,RAG,001,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG044.50A,Rack,1,1,RAG,044,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG042.50A,Rack,1,1,RAG,042,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG040.50A,Rack,1,1,RAG,040,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG038.50A,Rack,1,1,RAG,038,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG036.50A,Rack,1,1,RAG,036,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG034.50A,Rack,1,1,RAG,034,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG032.50A,Rack,1,1,RAG,032,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG030.50A,Rack,1,1,RAG,030,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG028.50A,Rack,1,1,RAG,028,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG026.50A,Rack,1,1,RAG,026,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG024.50A,Rack,1,1,RAG,024,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG022.50A,Rack,1,1,RAG,022,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG020.50A,Rack,1,1,RAG,020,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG018.50A,Rack,1,1,RAG,018,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG016.50A,Rack,1,1,RAG,016,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG014.50A,Rack,1,1,RAG,014,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG012.50A,Rack,1,1,RAG,012,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG010.50A,Rack,1,1,RAG,010,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG008.50A,Rack,1,1,RAG,008,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG006.50A,Rack,1,1,RAG,006,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG004.50A,Rack,1,1,RAG,004,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAG002.50A,Rack,1,1,RAG,002,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH045.50A,Rack,1,1,RAH,045,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH043.50A,Rack,1,1,RAH,043,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH041.50A,Rack,1,1,RAH,041,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH039.50A,Rack,1,1,RAH,039,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH037.50A,Rack,1,1,RAH,037,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH035.50A,Rack,1,1,RAH,035,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH033.50A,Rack,1,1,RAH,033,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH031.50A,Rack,1,1,RAH,031,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH029.50A,Rack,1,1,RAH,029,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH027.50A,Rack,1,1,RAH,027,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH025.50A,Rack,1,1,RAH,025,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH023.50A,Rack,1,1,RAH,023,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH021.50A,Rack,1,1,RAH,021,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH019.50A,Rack,1,1,RAH,019,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH017.50A,Rack,1,1,RAH,017,50,100,180,120,1050
RDI,A048,CD SARANDI NAVE 1,General,RAH015.50A,Rack,1,1,RAH,015,50,100,180,120,1050
